Model	Antioquia_SESGO,PROM	Apartadó_SESGO,PROM	Arauca_SESGO,PROM	Atlántico_SESGO,PROM	Barranquilla_SESGO,PROM	Bello_SESGO,PROM	Bogotá, D,C,_SESGO,PROM	Bolívar_SESGO,PROM	B_R2,PROMacá_SESGO,PROM	Bucaramanga_SESGO,PROM	Buenaventura_SESGO,PROM	Buga_SESGO,PROM	Caldas_SESGO,PROM	Cali_SESGO,PROM	Caquetá_SESGO,PROM	Cartagena_SESGO,PROM	Cartago_SESGO,PROM	Casanare_SESGO,PROM	Cauca_SESGO,PROM	Cesar_SESGO,PROM	Chía_SESGO,PROM	Chocó_SESGO,PROM	Ciénaga_SESGO,PROM	Córdoba_SESGO,PROM	Cúcuta_SESGO,PROM	Cundinamarca_SESGO,PROM	Dosquebradas_SESGO,PROM	Duitama_SESGO,PROM	Envigado_SESGO,PROM	Facatativá_SESGO,PROM	Girardot_SESGO,PROM	Girón_SESGO,PROM	Guainía_SESGO,PROM	Guaviare_SESGO,PROM	Huila_SESGO,PROM	Ibagué_SESGO,PROM	Ipiales_SESGO,PROM	Itagüí_SESGO,PROM	Jamundí_SESGO,PROM	La Guajira_SESGO,PROM	Lorica_SESGO,PROM	Magangué_SESGO,PROM	Magdalena_SESGO,PROM	Maicao_SESGO,PROM	Malambo_SESGO,PROM	Manizales_SESGO,PROM	Medellín_SESGO,PROM	Meta_SESGO,PROM	Montería_SESGO,PROM	Mosquera_SESGO,PROM	Nariño_SESGO,PROM	Norte de Santander_SESGO,PROM	Palmira_SESGO,PROM	Pasto_SESGO,PROM	Pereira_SESGO,PROM	Pitalito_SESGO,PROM	Pop_R2,PROMán_SESGO,PROM	Putum_R2,PROMo_SESGO,PROM	Quibdó_SESGO,PROM	Quindío_SESGO,PROM	Riohacha_SESGO,PROM	Rionegro_SESGO,PROM	Risaralda_SESGO,PROM	San Andrés_SESGO,PROM	Santa Marta_SESGO,PROM	Santander_SESGO,PROM	Sincelejo_SESGO,PROM	Soacha_SESGO,PROM	Soledad_SESGO,PROM	Sucre_SESGO,PROM	Tolima_SESGO,PROM	Tuluá_SESGO,PROM	Tumaco_SESGO,PROM	Tunja_SESGO,PROM	Turbo_SESGO,PROM	Uribia_SESGO,PROM	Valle del Cauca_SESGO,PROM	Valledupar_SESGO,PROM	Vaupés_SESGO,PROM	Villavicencio_SESGO,PROM	Yopal_SESGO,PROM	NA_SESGO,PROM	Antioquia_R2,PROM	Apartadó_R2,PROM	Arauca_R2,PROM	Atlántico_R2,PROM	Barranquilla_R2,PROM	Bello_R2,PROM	Bogotá, D,C,_R2,PROM	Bolívar_R2,PROM	B_R2,PROMacá_R2,PROM	Bucaramanga_R2,PROM	Buenaventura_R2,PROM	Buga_R2,PROM	Caldas_R2,PROM	Cali_R2,PROM	Caquetá_R2,PROM	Cartagena_R2,PROM	Cartago_R2,PROM	Casanare_R2,PROM	Cauca_R2,PROM	Cesar_R2,PROM	Chía_R2,PROM	Chocó_R2,PROM	Ciénaga_R2,PROM	Córdoba_R2,PROM	Cúcuta_R2,PROM	Cundinamarca_R2,PROM	Dosquebradas_R2,PROM	Duitama_R2,PROM	Envigado_R2,PROM	Facatativá_R2,PROM	Girardot_R2,PROM	Girón_R2,PROM	Guainía_R2,PROM	Guaviare_R2,PROM	Huila_R2,PROM	Ibagué_R2,PROM	Ipiales_R2,PROM	Itagüí_R2,PROM	Jamundí_R2,PROM	La Guajira_R2,PROM	Lorica_R2,PROM	Magangué_R2,PROM	Magdalena_R2,PROM	Maicao_R2,PROM	Malambo_R2,PROM	Manizales_R2,PROM	Medellín_R2,PROM	Meta_R2,PROM	Montería_R2,PROM	Mosquera_R2,PROM	Nariño_R2,PROM	Norte de Santander_R2,PROM	Palmira_R2,PROM	Pasto_R2,PROM	Pereira_R2,PROM	Pitalito_R2,PROM	Pop_R2,PROMán_R2,PROM	Putum_R2,PROMo_R2,PROM	Quibdó_R2,PROM	Quindío_R2,PROM	Riohacha_R2,PROM	Rionegro_R2,PROM	Risaralda_R2,PROM	San Andrés_R2,PROM	Santa Marta_R2,PROM	Santander_R2,PROM	Sincelejo_R2,PROM	Soacha_R2,PROM	Soledad_R2,PROM	Sucre_R2,PROM	Tolima_R2,PROM	Tuluá_R2,PROM	Tumaco_R2,PROM	Tunja_R2,PROM	Turbo_R2,PROM	Uribia_R2,PROM	Valle del Cauca_R2,PROM	Valledupar_R2,PROM	Vaupés_R2,PROM	Villavicencio_R2,PROM	Yopal_R2,PROM	PROM_MODEL	PROM_R2	NUM_NA
heater+car	0,8070774192	62,2018287838	0,5220942331	1,8003950245	1,3707981537	1,4679860248	0,068002587	0,2157547406	3,4540043637	0,3120281172	2,1568835606	7,8332371014	2,9425520938	0,4273765394	2,4860828564	1,1442623511	0,0466560621	1,1927457739	1,9955619376	0,2723342893	77,2425713174	5,1422644953	5,7857091927	0,1451891725	16,4832183187	0,5430735715	1,213499039	95,0109469296	35,3146908207	1,3180773349	45,3949286439	0,8860039406	NA	97,8073120762	0,5597565803	3,3508875537	0,9485884635	0,6184243778	221,3994535066	0,7251189945	0,0127072146	1,8261771704	0,7387386184	48,0748417082	0,5435243917	1,92615369	0,1367629703	0,1907912316	2,9075624876	21,8991630453	1,1748711777	0,9023716359	1,4371217739	4,4616870601	2,208025537	8,6986069316	153,7461402654	0,4719942165	0,6432584607	8,5654031493	41,1069090507	2,1156630037	1,8258140118	11,9464650318	2,7919787411	1,0398671694	1,733015352	1,775063823	1,0612773724	0,1356057742	4,1745326715	89,4930651842	0,3430519428	0,3201535993	0,5472202484	1,2742193844	0,0964654981	0,1116869522	0,0366872377	0,176969679	0,6300847948	NA	0,9406049825	0,9532697317	0,9542573415	0,9339070142	0,9522785844	0,9598929652	0,9502505973	0,9484714625	0,9486666009	0,9489478479	0,9615489844	0,9535664158	0,9466414539	0,9507781788	0,9348002618	0,94748195	0,9542243673	0,9463269625	0,9329497426	0,9467158752	0,966607599	0,9457948318	0,9363619134	0,9358365204	0,9605949417	0,9466399585	0,9641691162	0,9578696656	0,9495338923	0,9647010546	0,961240428	0,9517856669	NA	0,9744495097	0,9463931907	0,9557235638	0,9598368573	0,9549265329	0,9542818946	0,9516022647	0,9424096434	0,9417234921	0,9454623236	0,9765005646	0,9584767157	0,9558022591	0,9472796205	0,9486064398	0,9487274805	0,9558192025	0,960450517	0,9450206684	0,9594746707	0,9669556667	0,9589709228	0,9435232727	0,9475665311	0,949524486	0,9475712404	0,9574750898	0,9068166265	0,9635969258	0,9396769799	0,9605735883	0,9502621664	0,9450468827	0,9500932828	0,95896002	0,9477932063	0,9355975775	0,9459713656	0,9644033831	0,9446762854	0,9676148493	0,947841727	0,9440167241	0,9458521347	0,951340966	0,9467234609	0,9517015792	0,9509443402	14,073863445	0,9457746614	1
cellPhone+dvd	0,8195745463	7,6518919692	0,6201834028	0,5688971172	1,0573397703	0,7797948178	0,0608955344	0,4757500116	1,032232079	0,4326120214	5,0511878544	28,7977116424	2,4723378077	0,1871089148	3,2922974138	0,5789999337	10,2558725305	1,0735064407	1,8991212267	0,160517452	NA	3,3929404719	5,4349094598	0,1171245625	13,3500384429	0,5271541084	1,0290753654	17,8317580871	23,0006904641	0,8688986985	3,601401422	2,373237723	79,555892359	180,6963897981	0,4342112948	0,6879380363	0,5776461555	0,4718923893	222,9608946695	0,1949123842	0,4025285127	2,1352587531	0,4675028457	4,1284966601	3,2092248317	2,3433174664	0,1329394744	0,1608662678	1,959144002	28,5340402797	0,7844271648	0,5363690452	1,8193380728	3,4282710657	0,8252592006	0,0331786086	154,8973927676	1,0518782506	1,0816259187	6,1608153538	0,3814358784	0,9942157521	0,1824016231	91,2272887163	0,6185250412	0,4360236874	0,2945131931	1,1475802667	2,9857656563	0,2971712296	6,4534025465	181,0756003447	0,1562267384	0,0773980679	0,6916497098	1,2720012179	0,0934741424	0,0846369193	0,8508330029	0,1485150525	11,4747075651	NA	0,9395151777	0,9523507563	0,9540047158	0,9341397672	0,9525571956	0,959723104	0,9472681493	0,9511785953	0,946674441	0,9468458777	0,9621705966	0,9537788915	0,9475968622	0,9507337774	0,9349651601	0,9478332248	0,9588249859	0,9455347027	0,9341729881	0,9477708494	NA	0,9455536473	0,9355561786	0,9365283492	0,9562119779	0,9471745529	0,9644065421	0,9582706971	0,950328809	0,9650796072	0,9601143948	0,952222099	0,9450637023	0,975861813	0,9466472828	0,9559634507	0,960290742	0,9560553566	0,9643164562	0,9523652096	0,9379604511	0,9416220431	0,9459951355	0,975900422	0,9589203867	0,9560390605	0,9449833354	0,9476900832	0,9500293956	0,9580667662	0,9600206614	0,9421056921	0,9580215605	0,9649099631	0,9588585097	0,9441434304	0,9488581577	0,9509146976	0,9478900429	0,9560954319	0,9082530416	0,9642569747	0,9387118143	0,9627751499	0,947178305	0,9442367987	0,949883685	0,9593003537	0,9492091145	0,9317706153	0,9488550786	0,9700839496	0,9452558715	0,9658623113	0,9479819737	0,9430701369	0,9461386642	0,9528292384	0,9454574222	0,9519434881	0,9535490298	14,2426259909	0,9465321038	1
cellPhone+soundEqui	0,8216734645	2,472162402	0,6251842918	1,0669744464	1,0268858013	1,0296921736	0,0611434059	0,3963585541	1,1912215627	0,7984693841	4,3653536791	19,6601473931	2,0449943635	0,2467888097	3,631786261	0,3778614244	0,6780124486	0,9384189051	2,1755912399	0,1479047682	NA	7,0812891056	3,9392417003	0,1686901521	15,6154667952	0,4986785565	1,0281561162	32,267772658	0,861295246	0,612567388	1,2707309511	0,2696646218	39,0000763351	280,1081120539	0,5111028566	0,6189576849	0,6295536471	0,7707512652	165,218263871	0,256967874	0,4326639623	2,2923025667	0,4423432033	13,6431962377	4,0452580779	1,6308637089	0,1408579524	0,0659489526	1,3565090048	30,6630667337	0,7839135368	0,6414136866	2,1169800917	2,8740554872	0,7977756329	0,5313803579	154,3693403788	1,0667086455	0,0901710631	8,3211443791	3,6217251016	0,0808321294	0,7420968854	83,7465195424	0,5486518647	0,9246586203	0,2505405155	1,3518650686	2,817112723	0,3147517961	6,2447743046	217,4666260756	0,4278381553	0,1702298682	0,4144144501	0,5651980943	0,0990013213	0,0827351783	7,7157681036	0,2195283695	2,6678911966	NA	0,9395089875	0,951736317	0,9541105719	0,9361079585	0,952182291	0,9597146112	0,9468478344	0,9485707317	0,9461622928	0,9465639779	0,9619108232	0,9529385921	0,9459703827	0,9504774963	0,9350132168	0,9475400118	0,9539890495	0,9467834363	0,9324120157	0,9469020191	NA	0,9461158167	0,938193256	0,9360243119	0,9555187152	0,9458143373	0,964397531	0,9579938211	0,9495780146	0,9645068854	0,9591246057	0,9515037193	0,9441808557	0,9764262262	0,9466412073	0,9559514676	0,9611740229	0,9548633694	0,9558073408	0,9521146475	0,9360370703	0,9415167347	0,9453822306	0,976407718	0,9591184128	0,956037882	0,9445525117	0,947491794	0,9487121651	0,9581101516	0,9599858891	0,9419690853	0,9578012034	0,9653395252	0,9582512016	0,9432028334	0,9485084895	0,9514704588	0,9480167919	0,9558273415	0,9069054858	0,9639244939	0,9387027853	0,9628200539	0,9480347337	0,9435452617	0,9498516802	0,9591960179	0,9511929365	0,9343876415	0,9468991789	0,9765077881	0,9460927935	0,9661076784	0,9476990391	0,9431799061	0,945639872	0,9520804337	0,9459339227	0,9520604839	0,9527925958	14,3907827085	0,9461507916	1
heater+soundEqui	0,6902416335	0,6182500261	0,7383251161	0,8319869781	1,1223083564	1,6219379476	0,0660130476	0,3339796419	2,8719541414	0,6496277434	1,3009152197	7,6271177276	2,9167375621	0,4189111858	3,1705604666	0,4792382879	0,249870285	0,9205831674	2,1603497151	0,2655175798	NA	8,3189387826	2,4374547007	0,1488997668	15,8884218701	0,4703977579	1,1276495695	32,1053744612	15,293018615	1,7372711507	9,6824873186	1,5431455524	3,26648979	309,5754091227	0,4312867256	3,1416001587	0,881594911	0,9042907345	226,5125927909	0,42769413	0,0195219266	1,2756847236	0,7428126035	57,9619656538	10,0103886508	1,8108994032	0,1401801452	0,152291347	0,4883959807	7,0912481202	1,1387426034	0,7280278544	1,4345457325	2,2250699342	2,0700687863	13,4248842685	152,9267314622	0,6674069629	0,2940442745	5,8277146704	13,8817107273	0,6760825665	2,1100283193	9,5813427235	2,8114221206	1,1253797394	0,731805675	1,6671186767	0,9615240002	0,1491366331	6,0897689478	206,5292800048	0,6074516892	0,3129828005	0,7012819536	0,6710653589	0,0879436277	0,1149346595	0,9293840643	0,0817365253	0,4931529245	NA	0,9409503327	0,9524711986	0,9540301401	0,9359667033	0,9521644011	0,9596877679	0,9485759286	0,9479786548	0,9479107057	0,9483693743	0,9616039783	0,9540708374	0,9470183373	0,9503658632	0,9347760422	0,9466883796	0,9539830952	0,9470306704	0,9326370616	0,9469132513	NA	0,9463204594	0,9379590547	0,9357981147	0,9585393119	0,9466899538	0,9641824293	0,9579920382	0,949719604	0,9647516618	0,9605995236	0,9514645708	0,9441808557	0,9760721357	0,9463986426	0,9557128107	0,9610250914	0,9549383298	0,9551530491	0,9520615693	0,936803949	0,9415651079	0,9453561203	0,9750114074	0,9587746425	0,9557731356	0,9464791495	0,9481461204	0,9485693616	0,9557091992	0,9604624499	0,9450172007	0,9578139871	0,9656390877	0,9579401888	0,9429669532	0,9474606924	0,9515018252	0,9477299118	0,9556207114	0,9068064387	0,9637129294	0,9392590882	0,9602230686	0,9492543191	0,9436426968	0,9500741288	0,9591428081	0,9507010678	0,9349055942	0,9461290653	0,9766492108	0,9457964615	0,9671565516	0,9481706112	0,9431753396	0,9453033884	0,9509114882	0,9474534629	0,9517475477	0,9510316441	14,6711700322	0,9459909884	1
soundEqui+washMach	0,7504654587	2,8909656215	1,0252249861	1,0596174271	1,0166701497	0,20195208	0,0656210216	0,3703088197	2,1165492702	0,5121864952	0,7627441063	21,1943546782	1,9623402506	0,2848460534	2,9598866009	0,4197355616	1,0854042218	0,8072557947	2,4187170937	0,1511706415	NA	7,9198172998	17,7956851453	0,1492338542	3,8024788722	0,3991334171	0,8256674792	63,2159808116	5,6424790437	0,3414412547	0,4487485184	0,6266939219	30,6009066319	224,3239709881	0,6370822011	1,2662458797	0,1375262625	0,6819458407	140,8507417896	0,3721691877	1,184456343	3,2913764617	0,6495745265	0,7077391657	11,1748308392	1,0291443991	0,1401922601	0,059447808	0,4913954254	5,1074927085	1,0393187465	0,6007135221	2,3128710378	3,4429328379	0,7133144745	7,2752277448	173,5587687523	0,2855565912	0,4410600629	7,5138856767	1,9512112108	1,8066515803	1,0200994853	1,3458184802	0,4542168004	1,0477998668	1,1359074038	1,9295888949	0,3580565815	0,1693763364	5,6077715265	414,0039406495	0,2811846768	0,4263259276	0,7439570099	6,3780080687	0,1002325522	0,0477267075	4,6775355116	0,1518492373	1,169066338	NA	0,9408343502	0,9516812061	0,9539929458	0,9359354416	0,9522630838	0,9598634767	0,9466868289	0,9486521332	0,9498189114	0,947960296	0,9617734346	0,9529953498	0,9489691517	0,9498454593	0,9347112772	0,949115628	0,9551662335	0,9468609311	0,9320855553	0,9479334248	NA	0,946137892	0,9390896515	0,9374840633	0,9557190081	0,9474138876	0,9641910507	0,9579719719	0,9493305801	0,9645249986	0,9592267939	0,952878777	0,9441808557	0,9766338197	0,946559805	0,9559648567	0,9609516164	0,9560768751	0,9509860081	0,9529913549	0,9402078612	0,9425232405	0,945679762	0,9787727215	0,9581915452	0,957015865	0,9452748302	0,9487024352	0,949307395	0,9560782876	0,9606832061	0,9424882972	0,9582367079	0,9652164022	0,9585227447	0,9449326232	0,9495316345	0,9520062087	0,9488491343	0,9565058252	0,8993333162	0,9648132156	0,9411583584	0,9595466977	0,9481599092	0,9451816807	0,9506214409	0,9593325507	0,9507016081	0,9373763051	0,9462762483	0,9781533911	0,9469856512	0,9664021335	0,9488116175	0,9445326035	0,9456127066	0,9526335859	0,9457394455	0,9526614601	0,9537875488	15,098994862	0,9473109495	1
dvd+washMach	0,757199649	8,2527976249	0,844978135	0,6005384771	1,0522213165	0,0925504914	0,0621481316	0,2784546191	2,058862583	0,5920033568	0,9450243841	34,1251469072	2,4018292391	0,2311111595	2,455720152	0,5358750542	10,9403151818	0,9129157203	2,0780305316	0,1663184208	NA	5,2753273794	0,8066336565	0,1228520771	3,0721759811	0,430462495	0,825836492	49,7694277801	24,9532287437	0,8079728874	1,4264719403	2,8164925206	70,4088945725	126,0947006936	0,6653312516	1,1802898774	0,0408404871	0,4477432496	798,3257971847	0,3322980928	1,130257389	3,0432549657	0,6760530664	39,9137690578	0,5221015056	1,1562943888	0,1299736904	0,1854603454	0,6422626191	4,4676277679	1,0558366773	0,4847043307	2,1795546874	4,1135111636	0,7018579239	11,0539871523	169,5201648989	0,4777948621	3,8001337826	5,2714829232	0,4020549081	4,0570910166	0,4384694847	0,076592074	0,5618621318	0,4064488295	0,3239532986	1,6570165906	0,6023423987	0,2686186484	5,6609676253	78,8092053852	0,0850190335	0,1883657109	0,9830933116	6,3348686578	0,0923606709	0,2147799539	0,2983785434	0,0903078465	6,7808280496	NA	0,9408246551	0,9524326784	0,9538779714	0,934027091	0,9525838335	0,95970312	0,9470005219	0,9504574049	0,9497115352	0,9480149331	0,9619843274	0,9537598171	0,949864943	0,9501287042	0,9346953284	0,9488594267	0,9585929347	0,9459407072	0,9327815368	0,94850364	NA	0,945529344	0,9346924336	0,9378163159	0,9558051192	0,9481315553	0,9641913818	0,9582662349	0,9497818043	0,9648623823	0,9612735247	0,9528681307	0,9450637023	0,9751055501	0,9464792175	0,9559357421	0,9600705522	0,9567674955	0,954323218	0,953012693	0,9411708433	0,9424329395	0,9460401481	0,9786635499	0,9582930711	0,9570214035	0,9455670231	0,9488081627	0,9501738542	0,9559623886	0,9607130008	0,9425497002	0,958486351	0,964796126	0,9590697671	0,9451771202	0,9500626945	0,9514961359	0,9479666925	0,9566497893	0,8999855514	0,964844391	0,9412497991	0,9598682423	0,9472094437	0,9455698383	0,9509113366	0,9594123813	0,9475391335	0,9358708158	0,9484543881	0,9700216589	0,9467515348	0,9662498466	0,9490184219	0,9445422647	0,9460883207	0,9532560774	0,9454660806	0,9524633643	0,9537585592	18,9505690733	0,9472916071	1
microWave+car	0,6932418995	48,8410853919	0,4696190517	1,3804227044	1,3129501064	0,8999066152	0,0742749403	0,3450003757	2,1222774744	1,1877832514	6,3388051782	0,3029702545	2,3395627984	0,3656825583	2,5212484107	1,7763032829	1,9456846807	1,0781150469	2,3921138344	0,1707846337	765,3566625424	3,2152899592	13,1886170926	0,1693161719	6,5191283689	0,4142048808	0,7052444546	94,4885722151	24,1003250356	0,0855812458	16,0373455309	0,4598844722	NA	35,284945482	0,980057499	1,5220953015	0,2189702875	0,6562068134	229,7904417893	0,5651984987	79,0835153993	3,3303757066	0,7021038383	9,3964576235	0,1833972754	1,5789599098	0,1205290578	0,0841081336	2,8620927404	26,096748851	1,0684898823	0,7993114041	1,8703710139	6,3905409889	1,8011241846	0,2205450067	154,7277068687	0,0532760336	3,7421388917	6,125186269	31,3216929099	5,8057212872	0,6705631002	0,8749602965	0,6004322886	0,4532743553	6,4953010445	1,0517964239	0,8600684213	0,3131830677	3,9543820468	104,8767763453	0,9172209832	0,2656002747	1,0109726427	1,2758422442	0,0824301762	0,0279643857	1,1993558133	0,3381561692	0,7737591951	NA	0,9393131041	0,9530928351	0,954366219	0,9343278956	0,9522675507	0,9598635092	0,9491173177	0,9484252667	0,9490675995	0,9488119945	0,9607849655	0,9561836289	0,9459856048	0,9502725816	0,9347342251	0,9478241733	0,9542701289	0,9462118854	0,9320792756	0,9467780472	0,9729041317	0,9458205496	0,9377329211	0,936481271	0,9590540269	0,9462552873	0,9641592515	0,9578628193	0,9504258872	0,9644700757	0,9598014513	0,9518931164	NA	0,9749333578	0,9463328198	0,9557356544	0,9586010561	0,9548448992	0,9521490158	0,9516669258	0,9441672938	0,9416815678	0,9455155241	0,9769112355	0,9576052395	0,9559608166	0,9467148825	0,9480859034	0,9487341013	0,956125362	0,9603121377	0,9438011181	0,9595295889	0,9666152836	0,9590173039	0,9434422443	0,948127249	0,9501399762	0,9490986586	0,9572600956	0,8988755891	0,9641688474	0,9394116578	0,962804492	0,9493165137	0,9452006787	0,9501173156	0,959012027	0,9493235315	0,9358371109	0,9465772866	0,9653983051	0,9447499025	0,9661556802	0,9475929574	0,9438630904	0,9459214305	0,9521359349	0,9462002095	0,9514078875	0,9508989714	21,6715294085	0,9451060377	1
heater+washMach	0,8806498809	0,6089431354	1,1425093846	0,7913580696	1,2451563423	1,672080834	0,0626805195	0,2863614671	3,0651438959	0,1889111606	1,6058176192	0,018255618	3,0024014173	0,3401252689	2,5136050075	0,1854503267	0,2279194204	0,8521822855	2,0826476821	0,2551438591	NA	6,6179458253	14,3840191366	0,1344157535	18,7760569713	0,5495224136	1,2266347385	56,2742696156	22,7893845946	0,9675178269	23,0542423193	0,9993384942	13,0793854931	209,1550197559	0,3545070212	3,5343724125	0,9820519208	0,7344085398	4,8356028692	0,677650792	0,7144118397	2,7345224996	0,7964641822	42,4298835879	0,5262487373	1,7192221652	0,1296257143	0,1481630747	0,4235913245	14,8804660861	1,3249565798	0,5961321016	1,7804562359	3,9228011905	2,0467330612	17,4051856142	178,7989371513	0,2256323195	1,0408969729	6,3773116595	2,0759302674	2,2814129418	2,0900979319	16,5938394533	3,3067916158	1,0073800423	0,28235778	1,5794150775	0,4966385352	0,1656837067	5,415742251	1651,3253360481	0,3221865076	0,1501668677	0,7562777955	5,8512067493	0,1260568853	0,4409980998	0,0089058467	0,1301547285	1,9129950008	NA	0,941468257	0,9524359563	0,9539167701	0,9338261424	0,9523530695	0,9597024422	0,9492981686	0,9489079399	0,9503602887	0,9497269873	0,9626456137	0,9536131657	0,9491318585	0,9504342388	0,934893594	0,9488455529	0,9551893342	0,9460395007	0,9328458307	0,9479382732	NA	0,9455543595	0,9351870073	0,937462188	0,9597931308	0,9477274157	0,9641954543	0,9578743205	0,9486516264	0,9650208579	0,9610405758	0,9527680834	0,9425662172	0,9746337924	0,9466384409	0,9559167689	0,9605110575	0,955961379	0,9549412079	0,9533422276	0,9412992843	0,9425415352	0,9458912493	0,9782518512	0,9573024038	0,9570103699	0,947164665	0,9495613559	0,9493938827	0,9566952991	0,9604923828	0,9454114737	0,9582139014	0,9653715422	0,9585119529	0,9443196525	0,949485043	0,9507829871	0,9480010188	0,9571250286	0,9079955139	0,9647044324	0,9413348165	0,9603019797	0,9485637546	0,9451398947	0,9508340207	0,9592358112	0,947307064	0,936365904	0,9460033583	0,9655212865	0,9468968599	0,9677226854	0,9491863243	0,9448149386	0,9455992088	0,9529319173	0,9465841392	0,952600621	0,9532609191	29,681186324	0,947364588	1
car+washMach	0,8606497322	74,7854308977	0,8676907387	1,2843070789	1,248552722	0,5821114359	0,0681372833	0,239463846	2,6618576721	0,2693375169	0,8332047966	0,6446880586	2,1592619867	0,3725336564	2,4572553518	1,7923563865	2,6776551847	1,1073006206	2,3624577856	0,1875399133	NA	4,1928309392	2,2665298508	0,1317225991	9,6669120638	0,4172386278	0,8635965898	132,3449461622	27,9418103591	0,0468807364	4,2276585402	0,2362334062	NA	76,4548426746	0,9328384413	1,7943066109	0,216639555	0,915452516	8,6061846409	0,9750569603	0,22299321	5,5884434858	0,6776640221	2,8555378214	1,0923190672	1,3394370925	0,12565797	0,1037948352	2,7310277717	30,0587644813	1,0860268668	0,6972294362	3,0325226602	4,5319286874	1,3786719022	6,3473332367	184,1545748997	0,1418247501	2,3288570994	10,735334903	38,8521120987	3,0146670681	0,6287491167	13,652732693	0,4816086327	0,5911203877	0,3145355738	1,7810741147	0,575907531	0,1760642835	4,499514646	15,6415371086	0,0529513799	0,3073629028	0,5098346543	8,3534722548	0,107304089	0,1192144203	0,0672634811	0,4174031806	1,6714327361	NA	0,9404798275	0,9523839034	0,9542154514	0,9343895545	0,9523603697	0,960044354	0,949059256	0,9491216316	0,9503277464	0,948864626	0,9618299706	0,9533273799	0,9489478213	0,9503217011	0,9349084387	0,9493096674	0,9552759898	0,9464171449	0,93226835	0,9479385897	NA	0,9457041802	0,9363593432	0,9377163164	0,9595812188	0,9474416811	0,9641792971	0,9578361404	0,9494383552	0,9645415385	0,959421413	0,9530071406	NA	0,9756744388	0,9464970307	0,9559208252	0,9598542575	0,9559757447	0,9533471208	0,9529664599	0,9441990835	0,9424511261	0,9457998157	0,9807887368	0,957522654	0,9569834937	0,9467913551	0,9489762299	0,9495117983	0,9565036239	0,9606255038	0,9426078622	0,959754885	0,9665652063	0,9592728213	0,944433372	0,949655066	0,9507187711	0,9479896972	0,9581332403	0,8992114405	0,9646078077	0,9411969367	0,9606115231	0,9494130048	0,9460743416	0,9507832579	0,9592296635	0,9475548327	0,9382243143	0,946066365	0,9652947006	0,9466553732	0,967267184	0,9490734773	0,9450566521	0,946053125	0,9527792082	0,9452989807	0,9525134534	0,9530938295	9,1232820315	0,9467868285	2
car+dvd	0,736059472	77,4487434355	0,6054068002	1,1665936196	1,2546190991	0,9232032848	0,0683271905	0,2327428716	1,8678102093	0,2523592923	1,7016650139	10,960020407	2,4533823021	0,3988867612	2,4405271204	1,6470595223	14,2955867047	0,9227597374	2,0615868634	0,1847269031	NA	4,0624775413	24,0301916057	0,1314959072	10,3286892315	0,4329186486	0,7509286946	77,4210649267	75,0830449245	0,0150203967	1,0159469131	2,5454764408	NA	74,020674317	1,0652219818	2,026813485	0,1141318122	0,652655144	88,311431707	0,454749831	0,4064988943	2,8937735847	0,6223999038	37,6434157772	0,504853155	1,2222017519	0,1323091549	0,2228221368	3,0913392588	15,7935908413	1,0363673447	0,6603266239	1,9839719523	7,4718673491	1,8974431887	0,5710657889	155,7342311924	0,6037534222	5,6578512633	8,373131981	37,8864410029	0,7653338442	0,1416886125	8,2585991023	0,5946081392	0,5414271037	1,3031416412	1,4092353875	1,673807421	0,2292082737	5,357679475	126,2400552293	0,0760316615	0,2696049935	0,6671852433	2,6619428622	0,0709731083	0,4336798165	0,207747348	0,3573375086	5,8606422931	NA	0,9397651866	0,9529707382	0,9542211931	0,9343101652	0,9526083496	0,9597956137	0,9485692409	0,9505808344	0,9476999602	0,9479455014	0,9614326296	0,9543168584	0,9474120724	0,9505775701	0,9347985665	0,9479634708	0,9585499401	0,9462671748	0,9330587036	0,9478235756	NA	0,9458868044	0,9359711339	0,9365777136	0,9592999143	0,9471526784	0,9641536083	0,9582602495	0,9505439452	0,9649461505	0,9605955732	0,9523324802	NA	0,9745545763	0,9463046379	0,9557773758	0,959119025	0,9560850127	0,958350075	0,9519396267	0,9426124842	0,9417297395	0,9458085847	0,9780238803	0,9587226707	0,9557617069	0,94628644	0,948139214	0,9499292281	0,95514176	0,9605310997	0,9421486314	0,9597235522	0,966543384	0,9594999268	0,9441047166	0,9484147691	0,9505955579	0,9474698831	0,9574253778	0,8995462843	0,9642213505	0,9393077274	0,9610065639	0,9489192828	0,9457205257	0,9499894906	0,9592005487	0,9481014406	0,9350221129	0,9484959675	0,9689806546	0,9443785466	0,9660813081	0,9482460695	0,9438955373	0,9463741156	0,9521554147	0,9460305473	0,9514067185	0,9524973485	11,7166403133	0,9461312675	2
