Model	Antioquia_SESGO,PROM	Apartadó_SESGO,PROM	Arauca_SESGO,PROM	Atlántico_SESGO,PROM	Barranquilla_SESGO,PROM	Bello_SESGO,PROM	Bogotá, D,C,_SESGO,PROM	Bolívar_SESGO,PROM	B_R2,PROMacá_SESGO,PROM	Bucaramanga_SESGO,PROM	Buenaventura_SESGO,PROM	Buga_SESGO,PROM	Caldas_SESGO,PROM	Cali_SESGO,PROM	Caquetá_SESGO,PROM	Cartagena_SESGO,PROM	Cartago_SESGO,PROM	Casanare_SESGO,PROM	Cauca_SESGO,PROM	Cesar_SESGO,PROM	Chía_SESGO,PROM	Chocó_SESGO,PROM	Ciénaga_SESGO,PROM	Córdoba_SESGO,PROM	Cúcuta_SESGO,PROM	Cundinamarca_SESGO,PROM	Dosquebradas_SESGO,PROM	Duitama_SESGO,PROM	Envigado_SESGO,PROM	Facatativá_SESGO,PROM	Girardot_SESGO,PROM	Girón_SESGO,PROM	Guainía_SESGO,PROM	Guaviare_SESGO,PROM	Huila_SESGO,PROM	Ibagué_SESGO,PROM	Ipiales_SESGO,PROM	Itagüí_SESGO,PROM	Jamundí_SESGO,PROM	La Guajira_SESGO,PROM	Lorica_SESGO,PROM	Magangué_SESGO,PROM	Magdalena_SESGO,PROM	Maicao_SESGO,PROM	Malambo_SESGO,PROM	Manizales_SESGO,PROM	Medellín_SESGO,PROM	Meta_SESGO,PROM	Montería_SESGO,PROM	Mosquera_SESGO,PROM	Nariño_SESGO,PROM	Norte de Santander_SESGO,PROM	Palmira_SESGO,PROM	Pasto_SESGO,PROM	Pereira_SESGO,PROM	Pitalito_SESGO,PROM	Pop_R2,PROMán_SESGO,PROM	Putum_R2,PROMo_SESGO,PROM	Quibdó_SESGO,PROM	Quindío_SESGO,PROM	Riohacha_SESGO,PROM	Rionegro_SESGO,PROM	Risaralda_SESGO,PROM	San Andrés_SESGO,PROM	Santa Marta_SESGO,PROM	Santander_SESGO,PROM	Sincelejo_SESGO,PROM	Soacha_SESGO,PROM	Soledad_SESGO,PROM	Sucre_SESGO,PROM	Tolima_SESGO,PROM	Tuluá_SESGO,PROM	Tumaco_SESGO,PROM	Tunja_SESGO,PROM	Turbo_SESGO,PROM	Uribia_SESGO,PROM	Valle del Cauca_SESGO,PROM	Valledupar_SESGO,PROM	Vaupés_SESGO,PROM	Villavicencio_SESGO,PROM	Yopal_SESGO,PROM	NA_SESGO,PROM	Antioquia_R2,PROM	Apartadó_R2,PROM	Arauca_R2,PROM	Atlántico_R2,PROM	Barranquilla_R2,PROM	Bello_R2,PROM	Bogotá, D,C,_R2,PROM	Bolívar_R2,PROM	B_R2,PROMacá_R2,PROM	Bucaramanga_R2,PROM	Buenaventura_R2,PROM	Buga_R2,PROM	Caldas_R2,PROM	Cali_R2,PROM	Caquetá_R2,PROM	Cartagena_R2,PROM	Cartago_R2,PROM	Casanare_R2,PROM	Cauca_R2,PROM	Cesar_R2,PROM	Chía_R2,PROM	Chocó_R2,PROM	Ciénaga_R2,PROM	Córdoba_R2,PROM	Cúcuta_R2,PROM	Cundinamarca_R2,PROM	Dosquebradas_R2,PROM	Duitama_R2,PROM	Envigado_R2,PROM	Facatativá_R2,PROM	Girardot_R2,PROM	Girón_R2,PROM	Guainía_R2,PROM	Guaviare_R2,PROM	Huila_R2,PROM	Ibagué_R2,PROM	Ipiales_R2,PROM	Itagüí_R2,PROM	Jamundí_R2,PROM	La Guajira_R2,PROM	Lorica_R2,PROM	Magangué_R2,PROM	Magdalena_R2,PROM	Maicao_R2,PROM	Malambo_R2,PROM	Manizales_R2,PROM	Medellín_R2,PROM	Meta_R2,PROM	Montería_R2,PROM	Mosquera_R2,PROM	Nariño_R2,PROM	Norte de Santander_R2,PROM	Palmira_R2,PROM	Pasto_R2,PROM	Pereira_R2,PROM	Pitalito_R2,PROM	Pop_R2,PROMán_R2,PROM	Putum_R2,PROMo_R2,PROM	Quibdó_R2,PROM	Quindío_R2,PROM	Riohacha_R2,PROM	Rionegro_R2,PROM	Risaralda_R2,PROM	San Andrés_R2,PROM	Santa Marta_R2,PROM	Santander_R2,PROM	Sincelejo_R2,PROM	Soacha_R2,PROM	Soledad_R2,PROM	Sucre_R2,PROM	Tolima_R2,PROM	Tuluá_R2,PROM	Tumaco_R2,PROM	Tunja_R2,PROM	Turbo_R2,PROM	Uribia_R2,PROM	Valle del Cauca_R2,PROM	Valledupar_R2,PROM	Vaupés_R2,PROM	Villavicencio_R2,PROM	Yopal_R2,PROM	PROM_MODEL	PROM_R2	NUM_NA
microWave+car+soundEqui	0,7109490358	46,4655042605	0,528166434	1,4338888183	1,3074313094	0,7601746389	0,0866113568	0,3307669366	2,1072158818	1,8855647991	6,1916172292	15,1587576691	2,2428545373	0,4256540001	2,8984120441	1,3398132288	2,1278216182	1,0901329391	2,4019149753	0,1501885647	NA	5,804817138	8,7768381987	0,173780654	13,3065513082	0,4126913773	0,7099970357	94,2921252429	21,6063691856	0,0875833284	16,4010283765	0,5521419613	NA	38,5331040858	1,3143267623	1,5139850069	0,1668484041	1,0600387219	242,7372121887	0,6145497826	90,3088099515	3,9575865467	0,6407895114	125,9999577494	6,0718082465	1,6085570774	0,1272327098	0,0825901587	2,6673486089	28,721545933	1,0312577143	0,8085393172	1,865017489	6,0107408998	1,5955984659	0,1227376251	154,7246293003	0,4376536438	2,2050132985	6,8661437045	26,1110628809	4,1232934959	0,5571781185	0,8470505226	0,6220127121	0,7992792403	4,6645494427	1,0927618454	0,6178507743	0,3089798357	5,3033810766	227,0919459098	0,377463923	0,458428303	0,9655971967	1,9538697795	0,0747532306	0,147849882	4,4204959529	0,3452858216	1,5654689511	NA	0,9398823348	0,9533383332	0,9543875079	0,93637187	0,9523548454	0,9599645692	0,9491212011	0,9484952988	0,9492802106	0,9488320966	0,9612431206	0,9582933273	0,9463996656	0,9503298075	0,9348673227	0,9479817624	0,9543095101	0,9471469783	0,9324298076	0,9470058155	NA	0,9467414153	0,9418089367	0,9366524685	0,9590733835	0,9463150092	0,9641921439	0,9579968191	0,9518651632	0,9645325901	0,9599794942	0,9520763368	NA	0,9762769546	0,9463552854	0,9557511771	0,9604207129	0,9548790781	0,9527636714	0,951991319	0,9444493062	0,9417445433	0,9456081419	0,9782050028	0,9586511709	0,9559803678	0,9467267585	0,9481214989	0,9488990568	0,9562628355	0,9605226664	0,9438382933	0,9597439776	0,9668994775	0,9590554842	0,9439211773	0,9483627368	0,95187105	0,9497145403	0,9574845652	0,8992470632	0,964617988	0,9394257286	0,9629652565	0,9497743484	0,9453004464	0,9502744049	0,9591719524	0,9518487903	0,9373723472	0,9469530952	0,9827552229	0,9457509576	0,9662799963	0,9480479345	0,9439540177	0,9459527337	0,9521746601	0,9474257701	0,9514628428	0,9511269048	15,8988550112	0,9455046198	2
car+soundEqui+washMach	0,8703668199	75,8303851451	0,8720060674	1,5943844489	1,2366077531	0,3529722867	0,0772026523	0,2969403497	2,6665943522	0,6828556439	0,8302907841	1,0472127864	2,0355124971	0,4328568145	2,8369691483	1,1576637466	2,4092907835	1,1313812857	2,411295837	0,1643564404	NA	7,6608863383	5,2924402424	0,1604791651	15,790345442	0,4159569505	0,855769511	131,1780127459	27,1280922242	0,0426379779	4,408146249	0,4298781567	NA	103,6362627605	1,1393262228	1,9764355595	0,1960718181	1,1945465339	84,5101415466	0,9857325608	0,119496832	5,2113441817	0,6379264548	51,2376626901	10,8093378513	1,4588460086	0,1375271447	0,1146472152	2,5992529279	31,3637807734	1,0942515472	0,6992382836	2,2643269553	3,9000017069	1,3949639959	6,6744587885	186,723051116	0,2597453394	0,4903029121	11,938415003	32,1480600852	3,1021238718	1,2398425999	15,6254881571	0,4608926309	1,0401165212	0,3682399815	2,0032318305	0,4104709141	0,1818957789	5,6277816243	409,6856038556	0,3209018705	0,3974203912	0,471110031	7,6227892525	0,0987449304	0,1362020238	3,0194876444	0,4278216827	1,1715440175	NA	0,9408944589	0,952503502	0,9542515152	0,9363735243	0,952430168	0,9601992425	0,9490602171	0,9491556411	0,9506309674	0,948882899	0,9620324768	0,9536790814	0,9491428155	0,950370522	0,9349898813	0,9497420891	0,9553080341	0,9471637519	0,9326678591	0,9479684849	NA	0,9465844852	0,9427469881	0,9377400923	0,9595931525	0,9474602643	0,9642020067	0,9579781796	0,950504177	0,9646024329	0,9595165728	0,9531416635	NA	0,9772129348	0,9465874859	0,9559768146	0,9610580452	0,9561067631	0,9556788778	0,9531030715	0,9446068896	0,9426227975	0,9458723206	0,9821409326	0,9585973788	0,9570192763	0,9468029466	0,9489802849	0,9495500832	0,9566046127	0,9609472418	0,9426090122	0,9598587149	0,9668735396	0,9593370551	0,9452443432	0,9497072973	0,9520413674	0,949018292	0,9586039626	0,8995164399	0,9648930553	0,9413149903	0,9607919848	0,9498080967	0,9461293482	0,9507999614	0,9593349008	0,95094049	0,9391844227	0,946409817	0,9795067291	0,9471690631	0,9672824793	0,9491673242	0,9450955562	0,9460675421	0,952826367	0,9468780653	0,952715818	0,9537991209	16,3370462667	0,9473467899	2
cellPhone+car+soundEqui	0,8844491626	71,6036199514	0,5617279097	1,3694893189	1,2798329221	1,594651417	0,0755524348	0,3428138265	1,8847600626	0,9741788567	4,3619458912	7,3207907705	2,104658806	0,3817836185	3,4979263944	1,0639852763	2,0577829731	1,2072235257	2,1914824513	0,1648739098	NA	6,6437365796	8,7002799258	0,1756285607	10,7615321668	0,5017968404	1,0036314799	88,729327422	23,7229314539	0,1926912046	1,2568366527	0,1480466017	NA	150,1260940631	1,0525352523	0,9200533961	0,4795118666	1,1731758216	413,2243624544	0,6179255483	0,0025839597	4,6155752885	0,4416092508	132,1141666402	4,2206337946	1,2510179897	0,1410272243	0,138772822	3,7163029533	53,146166364	0,7937458396	0,734901127	2,1173122184	2,7116695888	1,690370954	0,2222276658	156,0651516702	0,9169247192	0,0501670834	12,8620287257	18,4608791064	0,9147227889	0,7943463501	40,4588637077	0,5436920809	0,8108553806	1,4498450624	1,413895963	2,8068531739	0,3116331445	6,0057635976	243,3992460389	0,4417398126	0,2858270242	0,2631624498	1,8150307862	0,0927953026	0,1560795153	9,4212769226	0,4425304903	2,7573353549	NA	0,9397263049	0,9525477953	0,9543642902	0,9365258986	0,9523618818	0,9599489937	0,949047906	0,9491661723	0,9476834378	0,9478351994	0,962173714	0,9534402191	0,94597676	0,9509026785	0,9352005753	0,9480757118	0,9543229392	0,947162187	0,9341715969	0,9469845059	NA	0,9465839317	0,9430276274	0,9362514178	0,9602299335	0,9458367382	0,964403226	0,9580007085	0,9509835319	0,9645307708	0,9598695711	0,9522402849	NA	0,9767347923	0,9466601273	0,9559601173	0,9612132576	0,9548788671	0,9580686141	0,9521485756	0,9425098863	0,9417657385	0,9456264227	0,9795014094	0,9594237089	0,956140363	0,9462148131	0,947990691	0,9490406915	0,958284955	0,9604905401	0,9421837406	0,9599355402	0,9668364664	0,9591241234	0,9439953792	0,9487685051	0,9515875824	0,9481837624	0,9580961706	0,9070917304	0,9639952585	0,9393442215	0,9639756743	0,9494268524	0,9451440206	0,9500165255	0,9591987084	0,9513510054	0,9369403769	0,9469783984	0,9775408177	0,9463058121	0,9668645917	0,9479742857	0,9442522625	0,9460740211	0,9522365286	0,9469850182	0,9521046306	0,9528190227	19,3082576798	0,9462726638	2
heater+car+soundEqui	0,8002900455	62,4140178964	0,5898661595	1,7856244989	1,3462810015	1,3765649766	0,0766655348	0,2644301403	3,4348282999	0,7073468772	1,6003788763	0,4038688011	2,909131263	0,4933018588	2,9786220515	0,8172467946	0,1134640562	1,1618425532	2,0758862938	0,2525214273	NA	7,9852536638	3,4554718148	0,1589000591	20,0711043329	0,4673499788	1,1899389965	94,9485812274	33,3501086914	1,2864230852	46,1057275057	1,1850619554	NA	142,3432409132	0,8262393494	3,2633365105	0,8810128982	1,2594036165	329,7970521707	0,7947515868	0,0314787285	2,0762492725	0,7181828362	225,2302734617	8,2567653583	1,9555739375	0,1443103141	0,1899943432	2,7790289272	26,1928743279	1,1196720974	0,9314974245	1,3576936653	3,7401135876	2,1433316375	8,7200159782	153,6508482373	0,5545449104	0,2718501208	9,3640623103	39,2309443265	1,1807604582	1,7568476472	12,1551354485	2,8635675721	1,111950635	1,2936548965	2,0169883765	0,9499357293	0,150264138	5,6923320502	230,5262873674	0,6123548741	0,4507583293	0,4983819887	1,9990948311	0,0935032648	0,136475896	1,1262606754	0,1838460862	0,5503523253	NA	0,9410245623	0,9533371977	0,9542992301	0,9364589342	0,9524537851	0,9599917676	0,9502531691	0,9486443351	0,9488443343	0,9489639462	0,9621763783	0,9547708786	0,9470970653	0,9508266663	0,9349584488	0,947528689	0,9542851567	0,9474249941	0,9331864585	0,9470047791	NA	0,9467034779	0,9417718682	0,9361310938	0,9607028588	0,9467347151	0,9641940534	0,957997581	0,9506210513	0,9647678002	0,9614892186	0,9520745031	NA	0,976216884	0,9464137177	0,9557354111	0,9610722623	0,9549621408	0,9560700824	0,9520954951	0,9425191504	0,9417640602	0,9456114237	0,9776127026	0,9598897009	0,9558122582	0,9472836033	0,9487527748	0,9488549307	0,9560401688	0,9607559812	0,9450276032	0,9597615859	0,967103822	0,9589903544	0,9438999821	0,9479354475	0,9515967961	0,9479079854	0,9577253858	0,9069987759	0,9638486861	0,9396904823	0,9607087509	0,9512250805	0,9451846545	0,9502268468	0,9591450752	0,9509255707	0,9373837528	0,9464229057	0,9775379722	0,9459891943	0,9676221481	0,948432012	0,9441118997	0,9459199268	0,9515041815	0,9480785765	0,9517777111	0,9511223945	19,3541670399	0,9460734784	2
car+dvd+washMach	0,8430633697	75,8016986501	0,7443885027	1,2559600038	1,2656219403	0,5329340936	0,0682167365	0,2534218484	2,5744688686	0,4896120163	0,9902553956	5,3427442364	2,4091168996	0,4044671006	2,4329825743	1,7848385885	13,4465499377	0,8908206913	2,0612180808	0,1955430378	NA	5,0062565072	5,6090921936	0,1351086633	9,6006176053	0,4321881006	0,8606919413	115,918528553	81,6834536409	0,0112182467	0,6391929398	2,6536621745	NA	69,5432658075	1,1822630142	2,2497370495	0,1124201448	0,816316094	953,4706064558	0,7840942503	0,4023983923	5,1237619487	0,6196917057	1,8080509093	0,5103966587	1,2149569828	0,1254997423	0,3068933362	3,0850983148	31,4537012062	1,0913577949	0,6028118911	2,2183262541	4,412094932	1,3814412346	9,4137111505	182,7699995555	0,5525553264	3,7694895333	8,108605173	45,8960518694	3,637932609	0,5649795448	13,8057632628	0,5807872275	0,5853383174	0,6457825728	1,7594950203	0,6960005171	0,2543643539	5,6782592864	80,9815750277	0,0739847065	0,2150242834	0,6893609308	7,3134098082	0,0952864092	0,4272280731	0,0009530464	0,3639773146	6,7922327354	NA	0,9409031025	0,9530480185	0,9542321734	0,9346582732	0,9527502919	0,9600598978	0,949275358	0,9508668188	0,9503640866	0,948998111	0,9622519202	0,954535984	0,9500505644	0,9506321082	0,9349728518	0,9493958183	0,9586776474	0,9464646545	0,9331385998	0,9485319584	NA	0,9459014806	0,9364824744	0,9380602893	0,9598257067	0,9482085787	0,9642035335	0,9582807404	0,9507724416	0,9649829236	0,9615359621	0,9531761037	NA	0,9763397514	0,9465100323	0,9559489962	0,9601545213	0,9568430922	0,9614650102	0,953112474	0,9447142056	0,9425266165	0,9462100762	0,9811071002	0,9589317101	0,9570248578	0,9469487687	0,9490587614	0,9503448111	0,9565242993	0,9610028983	0,9426551882	0,9599324885	0,9665705723	0,9597449687	0,9453117	0,9502057339	0,9515189727	0,9481198943	0,9582887363	0,9001613028	0,9649017157	0,9414435175	0,9613671015	0,949479072	0,9464748129	0,951052198	0,9594154139	0,9482023415	0,93825985	0,9485571753	0,970656543	0,9468347434	0,9673160821	0,9493946488	0,9450888151	0,9464882676	0,9533848035	0,9465790964	0,9525378713	0,9537859799	22,7155096825	0,9473445412	2
heater+car+washMach	1,0327381812	62,6811591592	0,8527391651	1,9992332708	1,3811501273	1,4404382469	0,06816432	0,2487374393	3,4375355807	0,1897150125	1,7479112327	16,5368827509	2,9920541952	0,4126111173	2,4649404305	1,3033394586	0,0744251204	1,0988037069	2,0416307227	0,25563279	NA	5,5692117122	7,9160719724	0,143812495	17,7394488727	0,5462068988	1,2551415642	119,1687006652	35,2510871471	0,4346717618	52,1029580872	0,9364088039	NA	133,3319682288	0,7107137549	4,0639679916	1,0273883841	1,0234050313	0,2647143969	1,2243197923	0,0354662214	4,2546915338	0,7618185529	3,6117432357	0,7344580606	1,9541076357	0,1311155261	0,2054802645	2,911914758	41,004812038	1,3308016758	0,8121096599	1,7759461299	4,1620552149	1,7744587536	15,5957088559	192,0480117102	0,2015603204	0,5073163958	8,7384046017	51,0969891378	3,7450567498	2,0119727031	21,6348923292	3,3712511256	1,2152400234	0,7980200143	2,1698681535	0,5848339875	0,1739417198	5,0026391741	1537,9533618774	0,3321226396	0,2081411981	0,5327279372	7,6140245616	0,1247659077	0,4449066478	0,0868033831	0,1667990281	1,8683312878	NA	0,9415025338	0,9533018167	0,9542678925	0,9345499605	0,9526056734	0,9600909292	0,9506623402	0,9495004082	0,9507763688	0,9500546726	0,9630799553	0,9545812682	0,9493551316	0,9508519239	0,935123173	0,9494156849	0,9553294058	0,9466252068	0,933086464	0,9479807663	NA	0,9458221621	0,9370634873	0,9377979723	0,9613505466	0,9478459815	0,9642060169	0,9578843791	0,9498214914	0,9650423039	0,9616694989	0,9530763978	NA	0,9761766773	0,9466702175	0,9559286948	0,9606106902	0,9560093388	0,9565199041	0,9534025718	0,9454832451	0,9426242769	0,9460702293	0,9812356409	0,9585318581	0,9570143121	0,9477810356	0,9498917876	0,9496522292	0,9570412409	0,9606778961	0,9454404425	0,9598365777	0,9671621622	0,9592962267	0,9445785302	0,9496655772	0,9508152548	0,9482521854	0,9583697386	0,9083144597	0,9647626347	0,9414416585	0,9608479812	0,9512402876	0,9460976411	0,9509911763	0,9592396439	0,9479659916	0,9387213265	0,9462315162	0,9660092905	0,9470227354	0,968077134	0,9495048823	0,9453514533	0,9461184197	0,953168552	0,9470840087	0,9527480421	0,953285746	30,4893507635	0,9473941399	2
microWave+washMach+fridge	1,1711920559	0,0760542254	0,440574401	0,8120162007	1,259066954	0,549495727	0,0682521668	0,5162060589	2,7438040249	1,3712614822	5,0951303136	3,0804516503	2,9290369715	0,3674611097	2,8058123233	0,5181052466	1,0903773016	0,5855919226	2,9972306003	0,1699483375	NA	4,2643144656	3,3541374356	0,1660660696	3,3183934487	0,4178913223	0,4811549553	59,012219748	2,1308710966	0,6506310502	0,2975474181	4,8825922356	1,3504431875	45,3900812244	0,7199349613	1,7272295268	0,1987919227	0,8462951964	NA	0,6773950424	43,4895278053	5,7947069835	1,048212493	1724,535135851	1,1995585373	2,1626548629	0,1123764003	0,0527423375	0,5890129571	21,3061497067	0,9779764405	0,6472555144	1,9126167222	5,5803868738	0,9543001771	7,9966675706	201,2737187375	0,0868300339	4,4851078354	4,1290397317	1,4566679517	1,1250945056	0,4971253996	0,9672055248	0,5150141131	0,7959669712	1,0304267812	0,668855984	0,4545005733	0,1695587035	4,4052113411	NA	0,9652467508	0,2096687873	0,7157636774	6,8411096883	0,1303396143	0,3129179844	16,687016664	0,0456222522	9,5468846618	NA	0,9413245022	0,9525320011	0,9542680245	0,9373522705	0,9524178536	0,9597172187	0,9484596334	0,948820582	0,9507967964	0,9495857611	0,9627868914	0,9591662648	0,949408575	0,9499588809	0,9349199639	0,9498543437	0,9568320646	0,9459498992	0,9319406174	0,9489277068	NA	0,9456838682	0,9381491017	0,9395210147	0,9568867113	0,9477919582	0,9643176489	0,957935921	0,9560671657	0,9645468331	0,9634182052	0,9560987187	0,9479612482	0,9752213579	0,9466106431	0,9563996941	0,9603238615	0,9565076654	NA	0,9531643885	0,9468794261	0,9425033443	0,9466121005	0,9858592871	0,958101357	0,958382922	0,9466825681	0,9491769152	0,9496665205	0,9569571223	0,9605594173	0,9448865939	0,9582659245	0,9652209562	0,9586392183	0,9446104292	0,9502811842	0,9516592288	0,949284577	0,9566372256	0,9041105853	0,966373424	0,9412135378	0,9614181438	0,9483350162	0,9464196023	0,9509812203	0,9594689669	0,9509801356	0,9380553317	0,9471629626	NA	0,9533749354	0,9669799576	0,9499613118	0,9448129322	0,9460725407	0,9541974855	0,9520629574	0,9532967965	0,9539112915	28,6462466011	0,9476178969	3
soundEqui+washMach+fridge	1,1311492669	2,6099956409	0,6144241689	1,0938562394	1,0386766304	0,4540071366	0,063884139	0,4725721313	2,7902343533	0,4862246433	2,9222873281	22,4085027865	2,4190310644	0,4844306952	3,0366769079	0,445971369	1,118886625	0,6621960956	3,2614934379	0,1510156526	NA	8,7274166898	9,6019525543	0,1562868782	2,5884202108	0,4460129852	0,4901085271	64,9322729078	1,3325116698	0,4373428922	4,0781354909	4,2252916342	9,5123223904	81,244906858	0,7073427661	1,9180563192	0,1482127222	0,8051937856	NA	0,6602138072	0,6181554318	4,4046124926	0,9190423742	1770,0152753199	10,3315761442	1,0467677216	0,1462092273	0,0759391696	0,4604051119	7,4124960292	0,8854529687	0,7490521291	2,0911102448	4,7522868211	0,6688028083	7,6078222606	186,8689614932	0,7105522364	1,2165668083	8,2155634642	0,658972454	1,4316580496	0,7844566334	8,212621949	0,4564134236	1,9815147173	0,8619140777	1,8723908675	0,3527009736	0,1558783996	5,3940440489	NA	0,2481300461	0,4246290103	0,4021302574	6,3479646847	0,1175524499	0,1984785349	20,4956530252	0,1155481267	7,3408757825	NA	0,941554299	0,9518068353	0,954169946	0,9383096942	0,9523323126	0,9599151003	0,9472353433	0,9487338102	0,9502216443	0,9481574856	0,9628079843	0,9546173423	0,9494355517	0,9499280007	0,9348745412	0,9506520096	0,9568889785	0,9469328635	0,9321920772	0,9489118325	NA	0,9461601208	0,9405960742	0,9391760469	0,95607608	0,947701168	0,9642963448	0,9580302266	0,9553063095	0,9645861411	0,9630653804	0,955998483	0,9457614966	0,9770215423	0,9465754539	0,9565217755	0,9609851425	0,9568040064	NA	0,95320708	0,9454454411	0,9427606691	0,9465007873	0,9858815333	0,958757943	0,9578625313	0,9459054359	0,9490518753	0,9495127056	0,9562441135	0,9608959135	0,9437079626	0,9582863025	0,9655399391	0,9585586022	0,9454738427	0,9501048783	0,9524855762	0,9494700493	0,9566930004	0,9028925023	0,9664753346	0,9412686494	0,9607024065	0,9485141918	0,9464497644	0,9507596589	0,95951182	0,9525330141	0,9379863862	0,9467507397	NA	0,9533064865	0,9670161008	0,9497159417	0,9445737312	0,9459774628	0,9536641971	0,9517930871	0,953709969	0,9547108622	29,5734319894	0,9481325806	3
heater+washMach+fridge	1,2892773642	0,4422825538	0,4712965085	0,765281692	1,277346738	2,4985764558	0,0598261135	0,3980230703	3,5303136101	0,2688268353	3,3633238856	1,6071688718	3,5601142192	0,4464799194	2,7999166413	0,297304585	0,1487663159	0,7521522544	2,6349497963	0,2563717933	NA	6,4698644692	8,93675407	0,1300531902	14,8050008017	0,5429367	0,7932092214	62,283515055	21,589001038	1,0934734561	10,390343696	5,952489819	2,2879992866	96,5047638799	0,435527433	4,098916682	0,9417194356	1,0903034831	NA	0,8589990509	1,3516438208	3,7271161276	1,079682855	1748,7071808801	1,7155930691	1,8039645353	0,1310461134	0,1598370852	0,3992919375	17,0542725334	1,1222562484	0,6601031657	1,552970768	5,3952295163	1,9974879884	20,8808547489	196,1934224593	0,2521102663	2,0518337208	6,9859199916	0,1842551748	2,1445037553	1,580811874	33,1508730984	3,3161092254	1,7225941576	0,291021305	1,5464923635	0,4781825033	0,1523259433	5,3647225343	NA	0,2939786344	0,1454893947	0,4712998837	5,6446887543	0,1532296471	0,6234695942	12,6186754013	0,0570006004	8,7693182846	NA	0,9422645428	0,9526256777	0,9540689638	0,9372529962	0,9524623992	0,9597284395	0,9495980754	0,9490241991	0,9506649409	0,9499035121	0,9635449541	0,955117809	0,9496705215	0,9505414772	0,9350782743	0,9499334019	0,9567917278	0,9460725558	0,9328963291	0,9489383488	NA	0,945632395	0,9359693654	0,939196574	0,9602567651	0,9479954377	0,9642984178	0,9579368239	0,9561905866	0,9650653471	0,9645404598	0,956015915	0,9443753445	0,9752599622	0,9466586527	0,9564050248	0,9605686207	0,9564865437	NA	0,9535923801	0,947039289	0,942661428	0,9467014558	0,9856365023	0,9582855942	0,9577902883	0,9477116095	0,9499268961	0,9496097828	0,9568045576	0,960629386	0,9464277431	0,9583006157	0,9656663862	0,958541669	0,9446853742	0,9500932523	0,9514665209	0,9483106942	0,957222331	0,9086124725	0,9664259944	0,9414380156	0,9614654996	0,9493248812	0,9464452811	0,9509435678	0,9594511511	0,949916248	0,9374809844	0,946670682	NA	0,9532810599	0,9680908702	0,9501574583	0,9448513559	0,9459808265	0,9539145959	0,9534968974	0,9533086049	0,9540262263	30,2308119225	0,9481453845	3
cellPhone+washMach+fridge	1,3085409632	2,8681271673	0,4654866179	0,6395278578	1,0961280914	0,0728114692	0,0583591215	0,5739628442	2,7862710506	0,3573593746	4,9568679772	3,3698085789	2,6892423096	0,3086450895	3,5451467045	0,5840641575	1,0569840897	0,6798386389	2,7531029756	0,1679532551	NA	4,0266650029	1,9701519447	0,1305013889	12,0949656059	0,545199853	0,684355386	61,4963198457	1,0552342222	0,2504303291	4,52272903	2,9047862908	18,6411168611	119,3621444344	0,5268989954	0,8795316216	0,4718198552	0,9624115911	NA	0,838395304	0,4615192572	4,4884949142	0,7602837486	1788,249402494	4,2653864879	1,645167087	0,1280046012	0,0959144476	1,2736399036	48,9861050488	0,7672943075	0,6336670123	2,2988432118	3,6491904594	0,7482376825	7,7064639587	189,7652609266	1,0289180871	1,3279874585	8,6990613993	4,4544345285	2,7799222606	0,289684515	59,513938574	0,5830674673	0,9750080218	0,2103215577	1,3334816326	1,2114860715	0,340995857	4,9612401003	NA	0,0953072445	0,0550751863	0,369975854	5,8617477264	0,146785602	0,1444484116	20,0238532526	0,2152057881	14,3423279885	NA	0,9413478668	0,9518040749	0,9541551354	0,9375364114	0,9524171968	0,9599870639	0,9483178447	0,9495495815	0,9501012748	0,948188285	0,9635145681	0,9546071974	0,9494028362	0,9506023432	0,9353404889	0,9499664918	0,9571523714	0,9459436114	0,9335257483	0,948912308	NA	0,9454938699	0,9370992801	0,9392869383	0,9573046635	0,9477720165	0,9644880884	0,957934003	0,9552044468	0,9646487785	0,9631387725	0,956693658	0,9443753445	0,9779601515	0,9469242192	0,9565096413	0,9606435491	0,9564711231	NA	0,9537494654	0,9455401519	0,9426188482	0,9466359249	0,985693732	0,9593873042	0,9584127976	0,9461598371	0,9490865302	0,949798148	0,9589069257	0,9606509724	0,9437416017	0,9583173213	0,9652292355	0,9586932118	0,9448229808	0,9506919851	0,9516720487	0,9485068578	0,9571380274	0,9095608145	0,9662489523	0,941190127	0,9644795439	0,9482365794	0,9463955694	0,9508184687	0,9594894468	0,950635985	0,9369202068	0,9473355144	NA	0,9534151294	0,9675448301	0,9498147315	0,9447956969	0,9461739453	0,9544933199	0,9518369016	0,9533682897	0,9546732281	31,366526103	0,9480105475	3
